ID,Name,cat,,model_code,alias,specs,imag,,
1725,Brazilian Rose Wood,Dark Series,,F729,brazilian-rose-wood,8ft. x 4ft.,Brazilian-Rose-Wood-F729.jpg,Brazilian-Rose-Wood-F729.jpg,
1726,Caffeine Oak,Dark Series,,F836,caffeine-oak,8ft. x 4ft.,Caffeine-Oak-F836.jpg,Caffeine-Oak-F836.jpg,
1727,Lauropreto Crown,Dark Series,,F837,lauropreto-crown,8ft. x 4ft.,Louro-Preto-Crown-F837.jpg,Louro-Preto-Crown-F837.jpg,
1728,Smoked Wenge Crown,Dark Series,,F838,smoked-wenge-crown,8ft. x 4ft.,Smoked-Wenge-Crown-F838.jpg,Smoked-Wenge-Crown-F838.jpg,
1729,Dusky Wenge Crown,Dark Series,,F646,dusky-wenge-crown,8ft. x 4ft.,Dusky-Wenge-Crown-F646.jpg,Dusky-Wenge-Crown-F646.jpg,
1730,Walnut Clatter Crown,Dark Series,,F692,walnut-clatter-crown,8ft. x 4ft.,Walnut-Clatter-Crowm-F692.jpg,Walnut-Clatter-Crowm-F692.jpg,
1731,Dusty Rails Crown,Dark Series,,F668,dusty-rails-crown,8ft. x 4ft.,Dusty-Rails-Crown-F668.jpg,Dusty-Rails-Crown-F668.jpg,
1732,Brown Ebony Crown,Dark Series,,F844,brown-ebony-crown,8ft. x 4ft.,Brown-Ebony-Crown-F844.jpg,Brown-Ebony-Crown-F844.jpg,
1733,Flitch Wenge,Dark Series,,F852,flitch-wenge,8ft. x 4ft.,Flitch-Wenge-F852.jpg,Flitch-Wenge-F852.jpg,
1734,Dark Wenge,Dark Series,,F735,dark-wenge,8ft. x 4ft.,Dark-Wenge-F735.jpg,Dark-Wenge-F735.jpg,
1735,Striped Wenge,Dark Series,,F830,striped-wenge,8ft. x 4ft.,Striped-Wenge-F830.jpg,Striped-Wenge-F830.jpg,
1736,Wenge Mane,Dark Series,,F631,wenge-mane,8ft. x 4ft.,Wenge-Mane-F631.jpg,Wenge-Mane-F631.jpg,
1737,Wenge Thud,Dark Series,,F620,wenge-thud,8ft. x 4ft.,Wenge-Thud-F620.jpg,Wenge-Thud-F620.jpg,
1738,Smoaky Oak,Dark Series,,F731,smoaky-oak,8ft. x 4ft.,Smoaky-Oak-F731.jpg,Smoaky-Oak-F731.jpg,
1739,Fumed Oak,Dark Series,,F745,fumed-oak,8ft. x 4ft.,Fumed-Oak-F745.jpg,Fumed-Oak-F745.jpg,
1740,Walnut Tinkle,Dark Series,,F613,walnut-tinkle,8ft. x 4ft.,Walnut-Tinkle-F613.jpg,Walnut-Tinkle-F613.jpg,
1741,Fumed Walnut,Dark Series,,F741,fumed-walnut,8ft. x 4ft.,Fumed-Walnut-F741.jpg,Fumed-Walnut-F741.jpg,
1742,Classic Walnut,Dark Series,,S061,classic-walnut,8ft. x 4ft.,Classic-Walnut-S061.jpg,Classic-Walnut-S061.jpg,
1743,Neo Ebony,Dark Series,,F846,neo-ebony,8ft. x 4ft.,Neo-Ebony-F846.jpg,Neo-Ebony-F846.jpg,
1744,Stonewashed Ebony,Dark Series,,F661,stonewashed-ebony,8ft. x 4ft.,Stonewashed-Ebony-F661.jpg,Stonewashed-Ebony-F661.jpg,
1745,Rose Contours,Dark Series,,F602,rose-contours,8ft. x 4ft.,Rose-Contours-F602.jpg,Rose-Contours-F602.jpg,
1746,Dusky Forest,Dark Series,,F988,dusky-forest,8ft. x 4ft.,Dusky-Forest -F988.jpg,Dusky-Forest -F988.jpg,
1747,Exotic Oak Crown,Light Series,,FA03,exotic-oak-crown,8ft. x 4ft.,Exotic-oak-Crown-FA03.jpg,Exotic-oak-Crown-FA03.jpg,
1748,Atlantic Ash,Light Series,,FA05,atlantic-ash,8ft. x 4ft.,Atlantic-Ash-FA05.jpg,Atlantic-Ash-FA05.jpg,
1749,Satin Maple Crown,Light Series,,F977,satin-maple-crown,8ft. x 4ft.,Satin-Maple-Crown-F977.jpg,Satin-Maple-Crown-F977.jpg,
1750,Pearly Oak,Light Series,,F878,pearly-oak,8ft. x 4ft.,Pearly-Oak-F878.jpg,Pearly-Oak-F878.jpg,
1751,Wavy Oak,Light Series,,F869,wavy-oak,8ft. x 4ft.,Wavy-Oak-F869.jpg,Wavy-Oak-F869.jpg,
1752,Creamy Oak,Light Series,,F881,creamy-oak,8ft. x 4ft.,Creamy-Oak-F881.jpg,Creamy-Oak-F881.jpg,
1753,Caramel Oak Crown,Light Series,,F886,caramel-oak-crown,8ft. x 4ft.,Caramel-Oak-Crown-F886.jpg,Caramel-Oak-Crown-F886.jpg,
1754,White Oak Thud Crown,Light Series,,F612,white-oak-thud-crown,8ft. x 4ft.,White-Oak-Thud-Crown-F612.jpg,White-Oak-Thud-Crown-F612.jpg,
1755,Soft Frail,Light Series,,F614,soft-frail,8ft. x 4ft.,Soft-Frail-F614.jpg,Soft-Frail-F614.jpg,
1756,Smoky Trail,Light Series,,F713,smoky-trail,8ft. x 4ft.,Smoky-Trail-F713.jpg,Smoky-Trail-F713.jpg,
1757,Canadian Roll,Light Series,,F691,canadian-roll,8ft. x 4ft.,Canadian-Roll-F691.jpg,Canadian-Roll-F691.jpg,
1758,New White Oak Quarter,Light Series,,F816,new-white-oak-quarter,8ft. x 4ft.,New-White-Oak-Quarter-F816.jpg,New-White-Oak-Quarter-F816.jpg,
1759,White Oak Swish,Light Series,,F673,white-oak-swish,8ft. x 4ft.,White-Oak-Swish-F673.jpg,White-Oak-Swish-F673.jpg,
1760,Beech Trace,Light Series,,F710,beech-trace,8ft. x 4ft.,Beech-Trace-F710.jpg,Beech-Trace-F710.jpg,
1761,White Beech Jingle,Light Series,,F626,white-beech-jingle,8ft. x 4ft.,White-Beech-Jingle-F626.jpg,White-Beech-Jingle-F626.jpg,
1762,Contoured Louropreto,Abstract Series,,F879,contoured-louropreto,8ft. x 4ft.,Contoured-Louro-Preto-F879.jpg,Contoured-Louro-Preto-F879.jpg,
1763,Dyed Tamo Ash Choco Grey,Abstract Series,,FA13,dyed-tamo-ash-choco-grey,8ft. x 4ft.,Dyed-Tamo-Ash-Choco-Grey-FA13-N.jpg,Dyed-Tamo-Ash-Choco-Grey-FA13-N.jpg,
1764,Rippled Birch,Abstract Series,,F890,rippled-birch,8ft. x 4ft.,Rippled-Birch-F890.jpg,Rippled-Birch-F890.jpg,
1765,Contoured Salmon Rosewood,Abstract Series,,F900,contoured-salmon-rosewood,8ft. x 4ft.,Contoured-Salmon-Rosewood-F900.jpg,Contoured-Salmon-Rosewood-F900.jpg,
1766,Twilight Call,Dyed Series,,F632,twilight-call,8ft. x 4ft.,Twilight-Call-F632.jpg,Twilight-Call-F632.jpg,
1767,Grey Sound,Dyed Series,,F642,grey-sound,8ft. x 4ft.,Grey-Sound-F642.jpg,Grey-Sound-F642.jpg,
1768,Santos Rosewood Horizontal,Horizontal Series,,F993HZ,santos-rosewood-horizontal,8ft. x 4ft.,Santos-Rosewood-F993-N.jpg,Santos-Rosewood-F993-L.jpg,
1769,Neo Ebony Horizontal,Horizontal Series,,F846HZ,neo-ebony-horizontal,8ft. x 4ft.,Neo-Ebony-F846HZ.jpg,Neo-Ebony-F846HZ.jpg,
1770,Rippled Birch Horizontal,Horizontal Series,,F890HZ,rippled-birch-horizontal,8ft. x 4ft.,Rippled-Birch-F890HZ.jpg,Rippled-Birch-F890HZ.jpg,
1771,Royal Teak Horizontal,Horizontal Series,,F777HZ,royal-teak-horizontal,8ft. x 4ft.,Royal-Teak-F777HZ.jpg,Royal-Teak-F777HZ.jpg,
1772,Bronzed Stains Horizontal,Horizontal Series,,T851HZ,bronzed-stains-horizontal,8ft. x 4ft.,Bronzed-Stains-T851HZ.jpg,Bronzed-Stains-T851HZ.jpg,
1773,Dyed Sycamore Crown,10x4ft Series,,FA97X,dyed-sycamore-crown,10ft. x 4ft.,FA97-new.jpg,FA97-new.jpg,
1774,California Walnut,10x4ft Series,,FA98X,california-walnut,10ft. x 4ft.,FA98-new.jpg,FA98-new.jpg,
1775,Natural Maple Df,10x4ft Series,,FA94X,natural-maple-dyed-figured,10ft. x 4ft.,FA94--new.jpg,FA94--new.jpg,
1776,English Maple Df,10x4ft Series,,FA95X,english-maple-df,10ft. x 4ft.,FA95--new.jpg,FA95--new.jpg,
1777,Dyed Grey,10x4ft Series,,FA96X,dyed-grey,10ft. x 4ft.,FA96-new.jpg,FA96-new.jpg,
1778,Dyed Ash Crown Brown,10x4ft Series,,FA99X,dyed-ash-crown-brown,10ft. x 4ft.,FA99-new.jpg,FA99-new.jpg,
1779,Dyed Ash Crown Grey,10x4ft Series,,FB01X,dyed-ash-crown-grey,10ft. x 4ft.,FB01-new.jpg,FB01-new.jpg,
1780,Dyed Oak Quarter Brown,10x4ft Series,,FB02X,dyed-oak-quarter-brown,10ft. x 4ft.,FB02-new.jpg,FB02-new.jpg,
1781,Dyed Oak Quarter White,10x4ft Series,,FB03X,dyed-oak-quarter-white,10ft. x 4ft.,FB03-new.jpg,FB03-new.jpg,
1782,Dyed Oak Crown Grey,10x4ft Series,,FB04X,dyed-oak-crown-grey,10ft. x 4ft.,FB04-new.jpg,FB04-new.jpg,
1783,Dyed Zebrano,10x4ft Series,,FB13X,dyed-zebrano,10ft. x 4ft.,FB13-new.jpg,FB13-new.jpg,
1784,Dyed Oak Brown,10x4ft Series,,FB14X,dyed-oak-rift-milano-brown,10ft. x 4ft.,FB14-new.jpg,FB14-new.jpg,
1785,American Walnut Crown,10x4ft Series,,F767X,american-walnut-crown,10ft. x 4ft.,F767-new.jpg,F767-new.jpg,
1786,American Walnut Quarter,10x4ft Series,,F790X,american-walnut-quarter,10ft. x 4ft.,F790-new.jpg,F790-new.jpg,
1787,Tanned Veins,10x4ft Series,,F827X,tanned-veins,10ft. x 4ft.,F827-new.jpg,F827-new.jpg,
1788,Flitch Teak,10x4ft Series,,FA16X,flitch-teak,10ft. x 4ft.,FA16-new.jpg,FA16-new.jpg,
1789,Grainless Teak,10x4ft Series,,T875X,grainless-teak,10ft. x 4ft.,T875-new.jpg,T875-new.jpg,
